Year,City,Sport,Athlete,Country,Gender,Event,Medal,Age,Height,Weight
2016,Rio de Janeiro,Cycling,Miriam Welte,GER,Women,Cycling Women's Team Sprint,Bronze,29,171,67
2016,Rio de Janeiro,Hockey,Christopher Wesley,GER,Men,Hockey Men's Hockey,Bronze,29,192,88
2016,Rio de Janeiro,Gymnastics,Max Antony Whitlock,GBR,Men,Gymnastics Men's Individual All-Around,Bronze,23,167,56
2016,Rio de Janeiro,Handball,Fabian Wiede,GER,Men,Handball Men's Handball,Bronze,22,194,94
2016,Rio de Janeiro,Handball,Patrick Wiencek,GER,Men,Handball Men's Handball,Bronze,27,200,110
2016,Rio de Janeiro,Rowing,Peter Noel Jan Wiersum,NED,Men,Rowing Men's Coxed Eights,Bronze,31,173,55
2016,Rio de Janeiro,Rowing,Tone Wieten,NED,Men,Rowing Men's Coxed Eights,Bronze,22,201,102
2016,Rio de Janeiro,Football,Rhian Emilie Wilkinson,CAN,Women,Football Women's Football,Bronze,34,166,66
2016,Rio de Janeiro,Rugby Sevens,Charity Williams,CAN,Women,Rugby Sevens Women's Rugby Sevens,Bronze,19,162,68
2016,Rio de Janeiro,Swimming,Michelle Williams (-Toro),CAN,Women,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,25,175,67
2016,Rio de Janeiro,Athletics,Nicholas Ian "Nick" Willis,NZL,Men,"Athletics Men's 1,500 metres",Bronze,33,183,68
2016,Rio de Janeiro,Gymnastics,Nile Wilson,GBR,Men,Gymnastics Men's Horizontal Bar,Bronze,20,166,60
2016,Rio de Janeiro,Handball,Andreas Wolff,GER,Men,Handball Men's Handball,Bronze,25,198,110
2016,Rio de Janeiro,Taekwondo,Panipak Wongpattanakit,THA,Women,Taekwondo Women's Flyweight,Bronze,18,173,49
2016,Rio de Janeiro,Archery,Taylor Worth,AUS,Men,Archery Men's Team,Bronze,25,174,60
2016,Rio de Janeiro,Fencing,Dagmara Wozniak (Woniak-),USA,Women,"Fencing Women's Sabre, Team",Bronze,28,173,81
2016,Rio de Janeiro,Judo,Kanae Yamabe,JPN,Women,Judo Women's Heavyweight,Bronze,25,172,108
2016,Rio de Janeiro,Canoeing,Dmytro Mykolaiovych Yanchuk,UKR,Men,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,23,184,75
2016,Rio de Janeiro,Wrestling,Elitsa Atanasova Yankova,BUL,Women,"Wrestling Women's Flyweight, Freestyle",Bronze,21,151,48
2016,Rio de Janeiro,Shooting,Yi Siling,CHN,Women,"Shooting Women's Air Rifle, 10 metres",Bronze,27,165,51
2016,Rio de Janeiro,Weightlifting,Yoon Jin-Hee,KOR,Women,Weightlifting Women's Featherweight,Bronze,29,158,53
2016,Rio de Janeiro,Synchronized Swimming,Kurumi Yoshida,JPN,Women,Synchronized Swimming Women's Team,Bronze,24,167,57
2016,Rio de Janeiro,Gymnastics,You Hao,CHN,Men,Gymnastics Men's Team All-Around,Bronze,24,162,60
2016,Rio de Janeiro,Judo,Yu Song,CHN,Women,Judo Women's Heavyweight,Bronze,29,182,128
2016,Rio de Janeiro,Football,Shelina Laura Zadorsky,CAN,Women,Football Women's Football,Bronze,23,172,67
2016,Rio de Janeiro,Fencing,Mariel Leigh Zagunis,USA,Women,"Fencing Women's Sabre, Team",Bronze,31,173,72
2016,Rio de Janeiro,Sailing,Thomas Zajac,AUT,Men,Sailing Mixed Multihull,Bronze,30,180,77
2016,Rio de Janeiro,Weightlifting,Aleksandr Sergeyevich Zaychikov,KAZ,Men,Weightlifting Men's Heavyweight,Bronze,23,180,105
2016,Rio de Janeiro,Gymnastics,Zhang Chenglong,CHN,Men,Gymnastics Men's Team All-Around,Bronze,27,173,65
2016,Rio de Janeiro,Wrestling,Zhang Fengliu,CHN,Women,"Wrestling Women's Heavyweight, Freestyle",Bronze,26,172,77
2016,Rio de Janeiro,Badminton,Zhang Nan,CHN,Men,Badminton Mixed Doubles,Bronze,26,183,75
2016,Rio de Janeiro,Badminton,Zhao Yunlei,CHN,Women,Badminton Mixed Doubles,Bronze,29,173,60
2016,Rio de Janeiro,Hockey,Martin Zwicker,GER,Men,Hockey Men's Hockey,Bronze,29,175,64
2016,Rio de Janeiro,Taekwondo,Ahmad Abughaush,JOR,Men,Taekwondo Men's Featherweight,Gold,20,178,68
2016,Rio de Janeiro,Boxing,Nicola Virginia Adams,GBR,Women,Boxing Women's Flyweight,Gold,33,164,51
2016,Rio de Janeiro,Swimming,Nathan Ghar-Jun Adrian,USA,Men,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,27,198,100
2016,Rio de Janeiro,Swimming,Nathan Ghar-Jun Adrian,USA,Men,Swimming Men's 4 x 100 metres Medley Relay,Gold,27,198,100
2016,Rio de Janeiro,Badminton,Tontowi Ahmad,INA,Men,Badminton Mixed Doubles,Gold,29,179,72
2016,Rio de Janeiro,Wrestling,Taha Akgl,TUR,Men,"Wrestling Men's Super-Heavyweight, Freestyle",Gold,25,192,125
2016,Rio de Janeiro,Fencing,Artur Kamilevich Akhmatkhuzin,RUS,Men,"Fencing Men's Foil, Team",Gold,28,187,79
2016,Rio de Janeiro,Athletics,Morolake Akinosun,USA,Women,Athletics Women's 4 x 100 metres Relay,Gold,22,163,61
2016,Rio de Janeiro,Shooting,Fehaid Al-Deehani,IOA,Men,Shooting Men's Double Trap,Gold,49,178,95
2016,Rio de Janeiro,Wrestling,Artur Aleksanyan,ARM,Men,"Wrestling Men's Heavyweight, Greco-Roman",Gold,24,190,98
2016,Rio de Janeiro,Water Polo,Milan Aleksi,SRB,Men,Water Polo Men's Water Polo,Gold,30,193,96
2016,Rio de Janeiro,Beach Volleyball,Alison Conte Cerutti,BRA,Men,Beach Volleyball Men's Beach Volleyball,Gold,30,203,106
2016,Rio de Janeiro,Judo,milie Andol,FRA,Women,Judo Women's Heavyweight,Gold,28,170,97
2016,Rio de Janeiro,Hockey,Giselle Anne Ansley,GBR,Women,Hockey Women's Hockey,Gold,24,176,73
2016,Rio de Janeiro,Basketball,Carmelo Kyan Anthony,USA,Men,Basketball Men's Basketball,Gold,32,203,109
2016,Rio de Janeiro,Cycling,Katie Louise Archibald,GBR,Women,Cycling Women's Team Pursuit,Gold,22,178,70
2016,Rio de Janeiro,Volleyball,William Peixoto Arjona,BRA,Men,Volleyball Men's Volleyball,Gold,37,186,78
2016,Rio de Janeiro,Cycling,Kristin Ann Armstrong (-Savola),USA,Women,Cycling Women's Individual Time Trial,Gold,42,173,58
2016,Rio de Janeiro,Athletics,Nickel Ashmeade,JAM,Men,Athletics Men's 4 x 100 metres Relay,Gold,26,183,77
2016,Rio de Janeiro,Basketball,Seimone Delicia Augustus,USA,Women,Basketball Women's Basketball,Gold,32,183,74
2016,Rio de Janeiro,Athletics,Almaz Ayana Eba,ETH,Women,"Athletics Women's 10,000 metres",Gold,24,166,47
2016,Rio de Janeiro,Rowing,Jrmie Azou,FRA,Men,Rowing Men's Lightweight Double Sculls,Gold,27,178,71
2016,Rio de Janeiro,Shooting,Diana Bacosi,ITA,Women,Shooting Women's Skeet,Gold,33,175,85
2016,Rio de Janeiro,Athletics,Kemar Bailey-Cole,JAM,Men,Athletics Men's 4 x 100 metres Relay,Gold,24,193,84
2016,Rio de Janeiro,Swimming,Kathleen Baker,USA,Women,Swimming Women's 4 x 100 metres Medley Relay,Gold,19,173,68
2016,Rio de Janeiro,Judo,Mashu Baker,JPN,Men,Judo Men's Middleweight,Gold,21,178,90
2016,Rio de Janeiro,Swimming,Dmitry Igorevich Balandin,KAZ,Men,Swimming Men's 200 metres Breaststroke,Gold,21,195,85
2016,Rio de Janeiro,Rowing,Carina Br,GER,Women,Rowing Women's Quadruple Sculls,Gold,26,185,75
2016,Rio de Janeiro,Cycling,Elinor Jane Barker,GBR,Women,Cycling Women's Team Pursuit,Gold,21,168,56
2016,Rio de Janeiro,Basketball,Harrison Bryce Jordan Barnes,USA,Men,Basketball Men's Basketball,Gold,24,203,102
2016,Rio de Janeiro,Football,Saskia Bartusiak,GER,Women,Football Women's Football,Gold,33,170,60
2016,Rio de Janeiro,Judo,Fabio Basile,ITA,Men,Judo Men's Half-Lightweight,Gold,21,160,66
2016,Rio de Janeiro,Rugby Sevens,Nicole Elise Beck,AUS,Women,Rugby Sevens Women's Rugby Sevens,Gold,28,168,66
2016,Rio de Janeiro,Football,Melanie Behringer,GER,Women,Football Women's Football,Gold,30,172,71
2016,Rio de Janeiro,Athletics,Ruth Beita Vila,ESP,Women,Athletics Women's High Jump,Gold,37,191,72
2016,Rio de Janeiro,Swimming,Mireia Belmonte Garca,ESP,Women,Swimming Women's 200 metres Butterfly,Gold,25,170,59
2016,Rio de Janeiro,Rowing,Paul Bennett,GBR,Men,Rowing Men's Coxed Eights,Gold,27,207,100
2016,Rio de Janeiro,Swimming,Joseph "Gunnar" Bentz,USA,Men,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,20,196,84
2016,Rio de Janeiro,Gymnastics,Simone Arianne Biles,USA,Women,Gymnastics Women's Individual All-Around,Gold,19,143,47
2016,Rio de Janeiro,Gymnastics,Simone Arianne Biles,USA,Women,Gymnastics Women's Team All-Around,Gold,19,143,47
2016,Rio de Janeiro,Gymnastics,Simone Arianne Biles,USA,Women,Gymnastics Women's Floor Exercise,Gold,19,143,47
2016,Rio de Janeiro,Gymnastics,Simone Arianne Biles,USA,Women,Gymnastics Women's Horse Vault,Gold,19,143,47
2016,Rio de Janeiro,Basketball,Suzanne Brigit "Sue" Bird,USA,Women,Basketball Women's Basketball,Gold,35,175,66
2016,Rio de Janeiro,Rhythmic Gymnastics,Vera Leonidovna Biryukova,RUS,Women,Rhythmic Gymnastics Women's Group,Gold,18,168,47
2016,Rio de Janeiro,Athletics,Yohan Blake,JAM,Men,Athletics Men's 4 x 100 metres Relay,Gold,26,180,80
2016,Rio de Janeiro,Handball,Irina Valeryevna Bliznova,RUS,Women,Handball Women's Handball,Gold,29,182,68
2016,Rio de Janeiro,Rhythmic Gymnastics,Anastasiya Ilyinichna Bliznyuk,RUS,Women,Rhythmic Gymnastics Women's Group,Gold,22,173,51
2016,Rio de Janeiro,Swimming,Pernille Blume,DEN,Women,Swimming Women's 50 metres Freestyle,Gold,22,170,58
2016,Rio de Janeiro,Handball,Vladlena Eduardovna Bobrovnikova,RUS,Women,Handball Women's Handball,Gold,28,180,72
2016,Rio de Janeiro,Athletics,Usain St. Leo Bolt,JAM,Men,Athletics Men's 100 metres,Gold,29,196,95
2016,Rio de Janeiro,Athletics,Usain St. Leo Bolt,JAM,Men,Athletics Men's 200 metres,Gold,29,196,95
2016,Rio de Janeiro,Athletics,Usain St. Leo Bolt,JAM,Men,Athletics Men's 4 x 100 metres Relay,Gold,29,196,95
2016,Rio de Janeiro,Rowing,Hamish Byron Bond,NZL,Men,Rowing Men's Coxless Pairs,Gold,30,189,89
2016,Rio de Janeiro,Fencing,Yannick Philippe Andr Borel,FRA,Men,"Fencing Men's epee, Team",Gold,27,197,100
2016,Rio de Janeiro,Volleyball,Maurcio Borges Almeida Silva,BRA,Men,Volleyball Men's Volleyball,Gold,27,199,99
2016,Rio de Janeiro,Wrestling,Ismael Borrero Molina,CUB,Men,"Wrestling Men's Featherweight, Greco-Roman",Gold,24,160,59
2016,Rio de Janeiro,Equestrianism,Roger-Yves Bost,FRA,Men,"Equestrianism Mixed Jumping, Team",Gold,50,176,80
2016,Rio de Janeiro,Sailing,Marit Bouwmeester,NED,Women,Sailing Women's One Person Dinghy,Gold,28,177,68
2016,Rio de Janeiro,Athletics,Frentorish "Tori" Bowie,USA,Women,Athletics Women's 4 x 100 metres Relay,Gold,25,175,58
2016,Rio de Janeiro,Fencing,Ana Maria Florentina Brnz-Popescu,ROU,Women,"Fencing Women's epee, Team",Gold,31,175,64
2016,Rio de Janeiro,Hockey,Sophie Charlotte Bray,GBR,Women,Hockey Women's Hockey,Gold,26,164,58
2016,Rio de Janeiro,Athletics,Thiago Braz da Silva,BRA,Men,Athletics Men's Pole Vault,Gold,22,183,75
2016,Rio de Janeiro,Canoeing,Sebastian Brendel,GER,Men,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,28,192,92
2016,Rio de Janeiro,Canoeing,Sebastian Brendel,GER,Men,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,28,192,92
2016,Rio de Janeiro,Equestrianism,Kristina Brring-Sprehe,GER,Women,"Equestrianism Mixed Dressage, Team",Gold,29,168,54
2016,Rio de Janeiro,Triathlon,Alistair Edward Brownlee,GBR,Men,Triathlon Men's Olympic Distance,Gold,28,184,70
2016,Rio de Janeiro,Hockey,Manuel Brunet,ARG,Men,Hockey Men's Hockey,Gold,30,179,79
2016,Rio de Janeiro,Volleyball,Bruno "Bruninho" Mossa de Rezende,BRA,Men,Volleyball Men's Volleyball,Gold,30,190,76
2016,Rio de Janeiro,Cycling,Steven James Burke,GBR,Men,"Cycling Men's Team Pursuit, 4,000 metres",Gold,28,183,78
2016,Rio de Janeiro,Sailing,Peter Burling,NZL,Men,Sailing Men's Skiff,Gold,25,186,82
2016,Rio de Janeiro,Sailing,Tom Burton,AUS,Men,Sailing Men's One Person Dinghy,Gold,26,180,81
2016,Rio de Janeiro,Basketball,Jimmy Butler III,USA,Men,Basketball Men's Basketball,Gold,26,201,99
2016,Rio de Janeiro,Hockey,Facundo Callioni,ARG,Men,Hockey Men's Hockey,Gold,30,183,77
2016,Rio de Janeiro,Swimming,Bronte Campbell,AUS,Women,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,22,179,58
2016,Rio de Janeiro,Swimming,Cate Natalie Campbell,AUS,Women,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,24,186,67
2016,Rio de Janeiro,Shooting,Niccol Campriani,ITA,Men,"Shooting Men's Air Rifle, 10 metres",Gold,28,177,80
2016,Rio de Janeiro,Shooting,Niccol Campriani,ITA,Men,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold,28,177,80
2016,Rio de Janeiro,Cycling,Fabian Cancellara,SUI,Men,Cycling Men's Individual Time Trial,Gold,35,186,81
2016,Rio de Janeiro,Diving,Cao Yuan,CHN,Men,Diving Men's Springboard,Gold,21,160,42
2016,Rio de Janeiro,Sailing,Cecilia Carranza Saroli,ARG,Women,Sailing Mixed Multihull,Gold,29,164,63
2016,Rio de Janeiro,Canoeing,Lisa Carrington,NZL,Women,"Canoeing Women's Kayak Singles, 200 metres",Gold,27,168,63
2016,Rio de Janeiro,Athletics,Michelle Denee Carter,USA,Women,Athletics Women's Shot Put,Gold,30,176,136
2016,Rio de Janeiro,Rugby Sevens,Charlotte Caslick,AUS,Women,Rugby Sevens Women's Rugby Sevens,Gold,21,172,65
2016,Rio de Janeiro,Basketball,Tamika Devonne Catchings,USA,Women,Basketball Women's Basketball,Gold,37,185,77
2016,Rio de Janeiro,Athletics,"Matthew Gerald ""Matt"" Centrowitz, Jr.",USA,Men,"Athletics Men's 1,500 metres",Gold,26,176,65
2016,Rio de Janeiro,Wrestling,Davit Gochayevich Chakvetadze,RUS,Men,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,23,174,85
2016,Rio de Janeiro,Swimming,Kyle Chalmers,AUS,Men,Swimming Men's 100 metres Freestyle,Gold,18,193,90
2016,Rio de Janeiro,Archery,Chang Hye-Jin,KOR,Women,Archery Women's Individual,Gold,29,158,50
2016,Rio de Janeiro,Archery,Chang Hye-Jin,KOR,Women,Archery Women's Team,Gold,29,158,50
2016,Rio de Janeiro,Basketball,Tina Alexandria Charles,USA,Women,Basketball Women's Basketball,Gold,27,193,88
2016,Rio de Janeiro,Canoeing,Yuriy Volodymyrovych Cheban,UKR,Men,"Canoeing Men's Canadian Singles, 200 metres",Gold,30,185,93
2016,Rio de Janeiro,Diving,Chen Aisen,CHN,Men,Diving Men's Platform,Gold,20,168,60
2016,Rio de Janeiro,Diving,Chen Aisen,CHN,Men,Diving Men's Synchronized Platform,Gold,20,168,60
2016,Rio de Janeiro,Badminton,Chen Long,CHN,Men,Badminton Men's Singles,Gold,27,188,81
2016,Rio de Janeiro,Diving,Chen Ruolin,CHN,Women,Diving Women's Synchronized Platform,Gold,23,160,47
2016,Rio de Janeiro,Fencing,Aleksey Borisovich Cheremisinov,RUS,Men,"Fencing Men's Foil, Team",Gold,31,183,75
2016,Rio de Janeiro,Rugby Sevens,Emilee Cherry,AUS,Women,Rugby Sevens Women's Rugby Sevens,Gold,23,168,70
2016,Rio de Janeiro,Athletics,Vivian Jepkemoi Cheruiyot,KEN,Women,"Athletics Women's 5,000 metres",Gold,32,153,40
2016,Rio de Janeiro,Synchronized Swimming,Vlada Aleksandrovna Chigiryova,RUS,Women,Synchronized Swimming Women's Team,Gold,21,162,46
2016,Rio de Janeiro,Archery,Choi Mi-Sun,KOR,Women,Archery Women's Team,Gold,20,168,53
2016,Rio de Janeiro,Canoeing,Maialen Chourraut Yurramendi,ESP,Women,"Canoeing Women's Kayak Singles, Slalom",Gold,33,161,55
2016,Rio de Janeiro,Handball,Mads Christiansen,DEN,Men,Handball Men's Handball,Gold,30,197,93
2016,Rio de Janeiro,Taekwondo,Cheick Sallah Ciss Junior,CIV,Men,Taekwondo Men's Welterweight,Gold,22,186,80
2016,Rio de Janeiro,Cycling,Edward "Ed" Clancy,GBR,Men,"Cycling Men's Team Pursuit, 4,000 metres",Gold,31,185,79
2016,Rio de Janeiro,Water Polo,Caroline Archer "KK" Clark,USA,Women,Water Polo Women's Water Polo,Gold,26,188,72
2016,Rio de Janeiro,Sailing,Saskia Clark,GBR,Women,Sailing Women's Two Person Dinghy,Gold,36,176,68
2016,Rio de Janeiro,Canoeing,Joseph "Joe" Clarke,GBR,Men,"Canoeing Men's Kayak Singles, Slalom",Gold,23,182,76
2016,Rio de Janeiro,Athletics,Kerron Stephon Clement,USA,Men,Athletics Men's 400 metres Hurdles,Gold,30,188,86
2016,Rio de Janeiro,Athletics,Kyle Clemons,USA,Men,Athletics Men's 4 x 400 metres Relay,Gold,25,180,74
2016,Rio de Janeiro,Boxing,Robson Donato Conceio,BRA,Men,Boxing Men's Lightweight,Gold,27,171,57
2016,Rio de Janeiro,Swimming,John "Jack" Conger,USA,Men,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,21,193,80
2016,Rio de Janeiro,Swimming,Kevin Cordes,USA,Men,Swimming Men's 4 x 100 metres Medley Relay,Gold,22,196,88
2016,Rio de Janeiro,Basketball,DeMarcus Amir Cousins,USA,Men,Basketball Men's Basketball,Gold,25,210,122
2016,Rio de Janeiro,Water Polo,Kameryn Louise "Kami" Craig,USA,Women,Water Polo Women's Water Polo,Gold,29,181,88
2016,Rio de Janeiro,Canoeing,Sal Craviotto Rivero,ESP,Men,"Canoeing Men's Kayak Doubles, 200 metres",Gold,31,192,98
2016,Rio de Janeiro,Athletics,Ryan Crouser,USA,Men,Athletics Men's Shot Put,Gold,23,201,125
2016,Rio de Janeiro,Rowing,Kimberley "Kim" Crow-Brennan,AUS,Women,Rowing Women's Single Sculls,Gold,30,188,74
2016,Rio de Janeiro,Canoeing,Tamara Csipes,HUN,Women,"Canoeing Women's Kayak Fours, 500 metres",Gold,26,176,78
2016,Rio de Janeiro,Water Polo,Milo uk,SRB,Men,Water Polo Men's Water Polo,Gold,25,191,91
2016,Rio de Janeiro,Hockey,Chay Crista Kerio Cullen,GBR,Women,Hockey Women's Hockey,Gold,30,182,74
2016,Rio de Janeiro,Football,Sara Ilonka Dbritz,GER,Women,Football Women's Football,Gold,21,171,59
2016,Rio de Janeiro,Rugby Sevens,Ro Masivesi Dakuwaqa,FIJ,Men,Rugby Sevens Men's Rugby Sevens,Gold,22,190,105
2016,Rio de Janeiro,Rugby Sevens,Chloe Elysha Dalton,AUS,Women,Rugby Sevens Women's Rugby Sevens,Gold,23,180,72
2016,Rio de Janeiro,Hockey,Alexandra Mary L. "Alex" Danson,GBR,Women,Hockey Women's Hockey,Gold,31,167,56
2016,Rio de Janeiro,Basketball,Elena Delle Donne,USA,Women,Basketball Women's Basketball,Gold,26,195,86
2016,Rio de Janeiro,Weightlifting,Deng Wei,CHN,Women,Weightlifting Women's Middleweight,Gold,23,159,63
2016,Rio de Janeiro,Fencing,Inna Vasilyevna Deriglazova,RUS,Women,"Fencing Women's Foil, Individual",Gold,26,173,61
2016,Rio de Janeiro,Basketball,DeMar Darnell DeRozan,USA,Men,Basketball Men's Basketball,Gold,26,201,99
2016,Rio de Janeiro,Table Tennis,Ding Ning,CHN,Women,Table Tennis Women's Singles,Gold,26,171,63
2016,Rio de Janeiro,Table Tennis,Ding Ning,CHN,Women,Table Tennis Women's Team,Gold,26,171,63
2016,Rio de Janeiro,Volleyball,Ding Xia,CHN,Women,Volleyball Women's Volleyball,Gold,26,180,67
2016,Rio de Janeiro,Fencing,Loredana Dinu (Iordchioiu-),ROU,Women,"Fencing Women's epee, Team",Gold,32,168,60
2016,Rio de Janeiro,Swimming,Madeline Jane "Maya" DiRado,USA,Women,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,23,175,65
2016,Rio de Janeiro,Swimming,Madeline Jane "Maya" DiRado,USA,Women,Swimming Women's 200 metres Backstroke,Gold,23,175,65
2016,Rio de Janeiro,Handball,Darya Yevgenyevna Dmitriyeva,RUS,Women,Handball Women's Handball,Gold,20,178,74
2016,Rio de Janeiro,Rugby Sevens,Apisai Raviyawa Domolailai,FIJ,Men,Rugby Sevens Men's Rugby Sevens,Gold,27,192,98
2016,Rio de Janeiro,Wrestling,Sara Dosho,JPN,Women,"Wrestling Women's Light-Heavyweight, Freestyle",Gold,21,159,69
2016,Rio de Janeiro,Gymnastics,Gabrielle Christina Victoria "Gabby" Douglas,USA,Women,Gymnastics Women's Team All-Around,Gold,20,157,50
2016,Rio de Janeiro,Football,Douglas dos Santos Justino de Melo,BRA,Men,Football Men's Football,Gold,22,173,69
2016,Rio de Janeiro,Cycling,Owain Daniel John Doull,GBR,Men,"Cycling Men's Team Pursuit, 4,000 metres",Gold,23,181,73
2016,Rio de Janeiro,Swimming,Caeleb Remel Dressel,USA,Men,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,19,191,86
2016,Rio de Janeiro,Swimming,Caeleb Remel Dressel,USA,Men,Swimming Men's 4 x 100 metres Medley Relay,Gold,19,191,86
2016,Rio de Janeiro,Athletics,Derek Drouin,CAN,Men,Athletics Men's High Jump,Gold,26,196,83
2016,Rio de Janeiro,Rowing,Alexander Mah Owens Drysdale,NZL,Men,Rowing Men's Single Sculls,Gold,37,200,102
2016,Rio de Janeiro,Equestrianism,Charlotte Susan Jane Dujardin,GBR,Women,"Equestrianism Mixed Dressage, Individual",Gold,31,170,57
2016,Rio de Janeiro,Basketball,Kevin Wayne Durant,USA,Men,Basketball Men's Basketball,Gold,27,206,105
2016,Rio de Janeiro,Rowing,Scott David Durant,GBR,Men,Rowing Men's Coxed Eights,Gold,28,196,96
2016,Rio de Janeiro,Boxing,Hasanboy Dusmatov,UZB,Men,Boxing Men's Light-Flyweight,Gold,23,156,49
2016,Rio de Janeiro,Swimming,Conor James Dwyer,USA,Men,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,27,196,89
2016,Rio de Janeiro,Fencing,Yekaterina Vladimirovna Dyachenko,RUS,Women,"Fencing Women's Sabre, Team",Gold,28,167,53
2016,Rio de Janeiro,Athletics,Ashton James Eaton,USA,Men,Athletics Men's Decathlon,Gold,28,186,81
2016,Rio de Janeiro,Volleyball,der Francis Carbonera,BRA,Men,Volleyball Men's Volleyball,Gold,32,205,107
2016,Rio de Janeiro,Athletics,Taylor Ellis-Watson,USA,Women,Athletics Women's 4 x 400 metres Relay,Gold,23,183,65
2016,Rio de Janeiro,Rowing,Amanda Elmore,USA,Women,Rowing Women's Coxed Eights,Gold,25,180,80
2016,Rio de Janeiro,Swimming,Brittany Joyce Elmslie,AUS,Women,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,22,179,73
2016,Rio de Janeiro,Swimming,Anthony Lee Ervin,USA,Men,Swimming Men's 50 metres Freestyle,Gold,35,191,80
2016,Rio de Janeiro,Swimming,Anthony Lee Ervin,USA,Men,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,35,191,80
2016,Rio de Janeiro,Volleyball,Srgio "Escadinha" Dutra dos Santos,BRA,Men,Volleyball Men's Volleyball,Gold,40,184,78
2016,Rio de Janeiro,Modern Pentathlon,Chloe Esposito,AUS,Women,Modern Pentathlon Women's Individual,Gold,24,168,55
2016,Rio de Janeiro,Rugby Sevens,Gemma Etheridge,AUS,Women,Rugby Sevens Women's Rugby Sevens,Gold,29,169,66
2016,Rio de Janeiro,Sailing,ime Fantela,CRO,Men,Sailing Men's Two Person Dinghy,Gold,30,183,67
2016,Rio de Janeiro,Athletics,Mohamed Muktar Jama "Mo" Farah,GBR,Men,"Athletics Men's 5,000 metres",Gold,33,175,58
2016,Rio de Janeiro,Athletics,Mohamed Muktar Jama "Mo" Farah,GBR,Men,"Athletics Men's 10,000 metres",Gold,33,175,58
2016,Rio de Janeiro,Water Polo,Rachel Fattal,USA,Women,Water Polo Women's Water Polo,Gold,22,173,65
2016,Rio de Janeiro,Canoeing,Krisztina Fazekas Zur,HUN,Women,"Canoeing Women's Kayak Fours, 500 metres",Gold,36,172,64
2016,Rio de Janeiro,Swimming,James "Jimmy" Feigen,USA,Men,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,26,196,98
2016,Rio de Janeiro,Football,Felipe Anderson Perieira Gomes,BRA,Men,Football Men's Football,Gold,23,178,66
2016,Rio de Janeiro,Athletics,Allyson Michelle Felix,USA,Women,Athletics Women's 4 x 100 metres Relay,Gold,30,168,56
2016,Rio de Janeiro,Athletics,Allyson Michelle Felix,USA,Women,Athletics Women's 4 x 400 metres Relay,Gold,30,168,56
2016,Rio de Janeiro,Cycling,Connor Evan Fields,USA,Men,Cycling Men's BMX,Gold,23,183,88
2016,Rio de Janeiro,Weightlifting,scar Albeyro Figueroa Mosquera,COL,Men,Weightlifting Men's Featherweight,Gold,33,159,62
2016,Rio de Janeiro,Water Polo,Filip Filipovi,SRB,Men,Water Polo Men's Water Polo,Gold,29,196,101
2016,Rio de Janeiro,Water Polo,Aria Fischer,USA,Women,Water Polo Women's Water Polo,Gold,17,183,78
2016,Rio de Janeiro,Water Polo,Makenzie Fischer,USA,Women,Water Polo Women's Water Polo,Gold,19,186,74
2016,Rio de Janeiro,Basketball,Sylvia Shaqueria Fowles,USA,Women,Basketball Women's Basketball,Gold,30,198,90
2016,Rio de Janeiro,Athletics,Phyllis Chanez Francis,USA,Women,Athletics Women's 4 x 400 metres Relay,Gold,24,180,72
2016,Rio de Janeiro,Swimming,Melissa Jeanette "Missy" Franklin,USA,Women,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,21,188,77
2016,Rio de Janeiro,Badminton,Fu Haifeng,CHN,Men,Badminton Men's Doubles,Gold,32,181,78
2016,Rio de Janeiro,Rowing,Magdalena Fularczyk-Kozowska,POL,Women,Rowing Women's Double Sculls,Gold,29,173,70
2016,Rio de Janeiro,Football,Gabriel Barbosa Almeida,BRA,Men,Football Men's Football,Gold,19,178,68
2016,Rio de Janeiro,Football,Gabriel Fernando de Jesus,BRA,Men,Football Men's Football,Gold,19,175,68
2016,Rio de Janeiro,Athletics,English Gardner,USA,Women,Athletics Women's 4 x 100 metres Relay,Gold,24,168,55
2016,Rio de Janeiro,Canoeing,Denis Gargaud Chanut,FRA,Men,"Canoeing Men's Canadian Singles, Slalom",Gold,29,181,76
2016,Rio de Janeiro,Fencing,Daniele Garozzo,ITA,Men,"Fencing Men's Foil, Individual",Gold,23,177,65
2016,Rio de Janeiro,Fencing,Yuliya Petrovna Gavrilova,RUS,Women,"Fencing Women's Sabre, Team",Gold,27,169,56
